#SampleID	BioSample	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	anonymized_name	batch_areal_prod	batch_avg_vol_prod	batch_daughter_culture_id	batch_end_date	batch_g_l_finish	batch_g_l_start	batch_id	batch_media_n_source	batch_media_salt_g_l	batch_parent_culture_id	batch_start_date	batch_total_fames_dry	collection_date	collection_timestamp	day	day_of_year	description_duplicate	elite_cells_counted	elite_cells_per_ml	g_dna_plate	g_dna_well	growth_cycle_day	host_subject_id	month	no3_per_l_start_mm	nonchlorophyll_cell_count	od_750_g_ld_panel_growth_rate	od_750_panel_growth_rate	overall_day	panel	par_mol_m2_day	percent_elite	percent_nonchlorophyll	percent_weed	po4_start_mm	sample_drymass	sample_od_750	sample_type	sampling_point_in_growth_cycle	season	system	system_vol_liters	tot_nonchlorophyll_events_ml	total_cells_per_ml	total_growth_cycle_days	total_weed_cells_per_ml	weed_cells_counted	year	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	altitude	assigned_from_geo	common_name	depth	dna_extracted	elevation	env_biome	env_feature	env_matter	extracted_dna_avail_now	geographic_location_country_and_or_sea	host_common_name	host_taxid	latitude	longitude	physical_samp_avail_now	physical_specimen_location	physical_specimen_remaining	public	required_sample_info_status	title
ERR874116	SAMEA3375974	ERX953719	1902.163	3	1	ERR874116	ERS717736	qiime_ppdid_189:1902.163	163	5.21	0.1	949	9/16/11	2.26	0.48	938	Urea	20	929	8/31/11	18.9	9/2/11	9/2/11 0:00	2	245	Bioreactor sample taken from panel 2A2 in system Mercury	2.42E+04	1.63E+08	3	E3	2	163	9	3	790	0.11	0.3	50	2A4	29	97	3.16	0.2	1.104	0.73	2.1	bioreactor content	0.1	summer	Mercury	200	5.34E+06	1.69E+08	16	2.91E+05	43	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874117	SAMEA3375975	ERX953720	1902.164	4	2	ERR874117	ERS717737	qiime_ppdid_189:1902.164	164	5.21	0.1	949	9/16/11	2.26	0.48	938	Urea	20	929	8/31/11	18.9	9/2/11	9/2/11 0:00	2	245	Bioreactor sample taken from panel 2A3 in system Mercury	2.43E+04	1.72E+08	3	E4	2	164	9	3	633	0.11	0.32	50	2A5	29	97	2.53	0.1	1.104	0.7	2	bioreactor content	0.1	summer	Mercury	200	4.46E+06	1.76E+08	16	2.26E+05	32	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874118	SAMEA3375976	ERX953721	1902.165	4	2	ERR874118	ERS717738	qiime_ppdid_189:1902.165	165	5.21	0.1	949	9/16/11	2.26	0.48	938	Urea	20	929	8/31/11	18.9	9/9/11	9/9/11 0:00	9	252	Bioreactor sample taken from panel 2A4 in system Mercury	2.44E+04	3.77E+08	2	A10	9	165	9	3	557	0.12	0.35	50	2A1	29	98	2.23	0	1.104	1.9	5.5	bioreactor content	0.6	summer	Mercury	200	8.61E+06	3.86E+08	16	1.55E+05	10	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874119	SAMEA3375977	ERX953722	1902.166	4	2	ERR874119	ERS717739	qiime_ppdid_189:1902.166	166	5.21	0.1	949	9/16/11	2.26	0.48	938	Urea	20	929	8/31/11	18.9	9/9/11	9/9/11 0:00	9	252	Bioreactor sample taken from panel 2A5 in system Mercury	2.42E+04	3.76E+08	2	A11	9	166	9	3	687	0.12	0.35	50	2A2	29	97	2.75	0.4	1.104	2.1	5.9	bioreactor content	0.6	summer	Mercury	200	1.07E+07	3.88E+08	16	1.38E+06	89	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874120	SAMEA3375978	ERX953723	1902.167	0	0	ERR874120	ERS717740	qiime_ppdid_189:1902.167	167	5.21	0.1	949	9/16/11	2.26	0.48	938	Urea	20	929	8/31/11	18.9	9/9/11	9/9/11 0:00	9	252	Bioreactor sample taken from panel 2A1 in system Mercury	2.45E+04	3.72E+08	2	A12	9	167	9	3	520	0.11	0.32	50	2A3	29	98	2.08	0	1.104	1.8	5.2	bioreactor content	0.6	summer	Mercury	200	7.92E+06	3.81E+08	16	1.07E+05	7	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874121	SAMEA3375979	ERX953724	1902.168	3	1	ERR874121	ERS717741	qiime_ppdid_189:1902.168	168	5.21	0.1	949	9/16/11	2.26	0.48	938	Urea	20	929	8/31/11	18.9	9/9/11	9/9/11 0:00	9	252	Bioreactor sample taken from panel 2A2 in system Mercury	2.45E+04	3.55E+08	2	B1	9	168	9	3	530	0.11	0.3	50	2A4	29	98	2.12	0.1	1.104	1.8	5.1	bioreactor content	0.6	summer	Mercury	200	7.69E+06	3.63E+08	16	1.74E+05	12	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874122	SAMEA3375980	ERX953725	1902.169	3	1	ERR874122	ERS717742	qiime_ppdid_189:1902.169	169	5.21	0.1	949	9/16/11	2.26	0.48	938	Urea	20	929	8/31/11	18.9	9/9/11	9/9/11 0:00	9	252	Bioreactor sample taken from panel 2A3 in system Mercury	2.45E+04	3.18E+08	2	B2	9	169	9	3	466	0.11	0.32	50	2A5	29	98	1.86	0	1.104	1.7	4.8	bioreactor content	0.6	summer	Mercury	200	6.04E+06	3.24E+08	16	5.19E+04	4	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874123	SAMEA3375981	ERX953726	1902.17	3	1	ERR874123	ERS717743	qiime_ppdid_189:1902.17	17	6.79	0.11	916	7/28/11	2.82	1.01	901	NaNO3	20	896	7/13/11	30.1	7/26/11	7/26/11 0:00	26	207	Bioreactor sample taken from panel B5 in system AGS	2.44E+04	3.67E+08	1	A7	13	17	7	3	559	0.11	0.32	0	B5	42	98	2.24	0	1.104	2.64	7.6	bioreactor content	0.9	summer	AGS	200	8.39E+06	3.75E+08	15	4.50E+04	3	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874124	SAMEA3375982	ERX953727	1902.17	4	2	ERR874124	ERS717744	qiime_ppdid_189:1902.170	170	4.57	0.09	962	10/7/11	3.18	0.96	949	Urea	20	938	9/16/11	30	9/23/11	9/23/11 0:00	23	266	Bioreactor sample taken from panel 2A4 in system Mercury	2.42E+04	4.19E+08	3	E5	7	170	9	3	700	0.03	0.1	71	2A1	30	97	2.8	0.3	1.104	2.1	5.9	bioreactor content	0.3	fall	Mercury	200	1.21E+07	4.32E+08	21	1.38E+06	80	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874125	SAMEA3375983	ERX953728	1902.171	3	1	ERR874125	ERS717745	qiime_ppdid_189:1902.171	171	4.57	0.09	962	10/7/11	3.18	0.96	949	Urea	20	938	9/16/11	30	9/23/11	9/23/11 0:00	23	266	Bioreactor sample taken from panel 2A5 in system Mercury	2.40E+04	4.10E+08	3	E6	7	171	9	3	786	0.09	0.25	71	2A2	30	96	3.14	0.6	1.104	2.2	6.2	bioreactor content	0.3	fall	Mercury	200	1.34E+07	4.26E+08	21	2.63E+06	154	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874126	SAMEA3375984	ERX953729	1902.172	4	1	ERR874126	ERS717746	qiime_ppdid_189:1902.172	172	4.57	0.09	962	10/7/11	3.18	0.96	949	Urea	20	938	9/16/11	30	9/23/11	9/23/11 0:00	23	266	Bioreactor sample taken from panel 2A1 in system Mercury	2.44E+04	4.19E+08	3	E7	7	172	9	3	589	0.09	0.26	71	2A3	30	97	2.36	0.2	1.104	2	5.8	bioreactor content	0.3	fall	Mercury	200	1.01E+07	4.30E+08	21	7.57E+05	44	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874127	SAMEA3375985	ERX953730	1902.173	3	1	ERR874127	ERS717747	qiime_ppdid_189:1902.173	173	4.57	0.09	962	10/7/11	3.18	0.96	949	Urea	20	938	9/16/11	30	9/23/11	9/23/11 0:00	23	266	Bioreactor sample taken from panel 2A2 in system Mercury	2.41E+04	4.03E+08	3	E8	7	173	9	3	789	0.06	0.16	71	2A4	30	97	3.16	0.2	1.104	2.1	5.9	bioreactor content	0.3	fall	Mercury	200	1.32E+07	4.17E+08	21	9.68E+05	58	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874128	SAMEA3375986	ERX953731	1902.174	3	1	ERR874128	ERS717748	qiime_ppdid_189:1902.174	174	4.57	0.09	962	10/7/11	3.18	0.96	949	Urea	20	938	9/16/11	30	9/23/11	9/23/11 0:00	23	266	Bioreactor sample taken from panel 2A3 in system Mercury	2.43E+04	4.02E+08	3	E9	7	174	9	3	613	0.06	0.18	71	2A5	30	97	2.45	0.1	1.104	2	5.8	bioreactor content	0.3	fall	Mercury	200	1.01E+07	4.12E+08	21	5.61E+05	34	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874129	SAMEA3375987	ERX953732	1902.175	3	1	ERR874129	ERS717749	qiime_ppdid_189:1902.175	175	4.57	0.09	962	10/7/11	3.18	0.96	949	Urea	20	938	9/16/11	30	9/30/11	9/30/11 0:00	30	273	Bioreactor sample taken from panel 2A4 in system Mercury	2.42E+04	4.59E+08	2	B3	14	175	9	3	785	0.03	0.1	71	2A1	30	97	3.14	0.1	1.104	3.1	8.7	bioreactor content	0.7	fall	Mercury	200	1.49E+07	4.75E+08	21	2.85E+05	15	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874130	SAMEA3375988	ERX953733	1902.176	3	1	ERR874130	ERS717750	qiime_ppdid_189:1902.176	176	4.57	0.09	962	10/7/11	3.18	0.96	949	Urea	20	938	9/16/11	30	9/30/11	9/30/11 0:00	30	273	Bioreactor sample taken from panel 2A5 in system Mercury	2.40E+04	4.61E+08	2	B4	14	176	9	3	945	0.09	0.25	71	2A2	30	96	3.78	0.4	1.104	2.8	8	bioreactor content	0.7	fall	Mercury	200	1.82E+07	4.81E+08	21	1.75E+06	91	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874131	SAMEA3375989	ERX953734	1902.177	4	2	ERR874131	ERS717751	qiime_ppdid_189:1902.177	177	4.57	0.09	962	10/7/11	3.18	0.96	949	Urea	20	938	9/16/11	30	9/30/11	9/30/11 0:00	30	273	Bioreactor sample taken from panel 2A1 in system Mercury	2.40E+04	5.00E+08	2	B5	14	177	9	3	864	0.09	0.26	71	2A3	30	96	3.46	0.4	1.104	3	8.5	bioreactor content	0.7	fall	Mercury	200	1.80E+07	5.20E+08	21	2.21E+06	106	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874132	SAMEA3375990	ERX953735	1902.178	4	2	ERR874132	ERS717752	qiime_ppdid_189:1902.178	178	4.57	0.09	962	10/7/11	3.18	0.96	949	Urea	20	938	9/16/11	30	9/30/11	9/30/11 0:00	30	273	Bioreactor sample taken from panel 2A2 in system Mercury	2.40E+04	3.97E+08	2	B6	14	178	9	3	965	0.06	0.16	71	2A4	30	96	3.86	0.1	1.104	2.3	6.6	bioreactor content	0.7	fall	Mercury	200	1.60E+07	4.13E+08	21	3.14E+05	19	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874133	SAMEA3375991	ERX953736	1902.179	4	2	ERR874133	ERS717753	qiime_ppdid_189:1902.179	179	4.57	0.09	962	10/7/11	3.18	0.96	949	Urea	20	938	9/16/11	30	9/30/11	9/30/11 0:00	30	273	Bioreactor sample taken from panel 2A3 in system Mercury	2.42E+04	4.50E+08	2	B7	14	179	9	3	769	0.06	0.18	71	2A5	30	97	3.08	0.2	1.104	2.5	7	bioreactor content	0.7	fall	Mercury	200	1.43E+07	4.65E+08	21	1.00E+06	54	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874134	SAMEA3375992	ERX953737	1902.18	4	2	ERR874134	ERS717754	qiime_ppdid_189:1902.18	18	6.79	0.11	916	7/28/11	2.82	1.01	901	NaNO3	20	896	7/13/11	30.1	7/26/11	7/26/11 0:00	26	207	Bioreactor sample taken from panel B8 in system AGS	2.44E+04	3.80E+08	1	A8	13	18	7	3	551	0.12	0.33	0	B8	42	98	2.2	0	1.104	2.78	8	bioreactor content	0.9	summer	AGS	200	8.56E+06	3.89E+08	15	1.55E+05	10	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874135	SAMEA3375993	ERX953738	1902.19	3	1	ERR874135	ERS717755	qiime_ppdid_189:1902.19	19	6.79	0.11	916	7/28/11	2.82	1.01	901	NaNO3	20	896	7/13/11	30.1	7/26/11	7/26/11 0:00	26	207	Bioreactor sample taken from panel B9 in system AGS	2.44E+04	3.80E+08	1	A9	13	19	7	3	602	0.11	0.33	0	B9	42	98	2.41	0	1.104	2.73	7.8	bioreactor content	0.9	summer	AGS	200	9.37E+06	3.89E+08	15	1.56E+04	1	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874136	SAMEA3375994	ERX953739	1902.194	4	2	ERR874136	ERS717756	qiime_ppdid_189:1902.194	194	None	None	None	8/16/11	3.2	1.3	-	NaNO3	20	None	7/14/11	None	8/5/11	8/5/11 0:00	5	217	Bioreactor sample taken from panel S3 in system Viking	2.18E+04	3.49E+08	2	B8	22	194	8	3	3201	0.12	0.34	19	S4	None	87	13	0.1	1.104	2.2	6.3	bioreactor content	0.7	summer	Viking	40	5.13E+07	4.01E+08	33	3.53E+05	22	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874137	SAMEA3375995	ERX953740	1902.195	3	1	ERR874137	ERS717757	qiime_ppdid_189:1902.195	195	None	None	None	8/16/11	4.7	0.7	-	NaNO3	20	None	7/14/11	None	8/5/11	8/5/11 0:00	5	217	Bioreactor sample taken from panel S4 in system Viking	2.46E+04	5.06E+08	2	B9	22	195	8	3	263	0.12	0.35	19	S5	None	99	1	0.4	1.104	4.1	11.6	bioreactor content	0.7	summer	Viking	40	5.40E+06	5.13E+08	33	2.05E+06	100	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874138	SAMEA3375996	ERX953741	1902.196	4	2	ERR874138	ERS717758	qiime_ppdid_189:1902.196	196	None	None	None	8/16/11	4.4	0.2	-	NaNO3	20	None	7/14/11	None	8/5/11	8/5/11 0:00	5	217	Bioreactor sample taken from panel S5 in system Viking	2.44E+04	5.22E+08	2	B10	22	196	8	3	270	0.16	0.44	19	S6	None	98	1	1.3	1.104	3.6	10.4	bioreactor content	0.7	summer	Viking	40	5.77E+06	5.35E+08	33	6.78E+06	317	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874139	SAMEA3375997	ERX953742	1902.197	3	1	ERR874139	ERS717759	qiime_ppdid_189:1902.197	197	None	None	None	8/19/11	5.4	0.6	-	NaNO3	20	None	7/21/11	None	8/5/11	8/5/11 0:00	5	217	Bioreactor sample taken from panel S6 in system Viking	2.47E+04	6.36E+08	2	B11	15	197	8	3	252	0.24	0.69	22	S7	None	99	1	0.3	1.104	3.7	10.5	bioreactor content	0.5	summer	Viking	40	6.50E+06	6.44E+08	29	1.62E+06	63	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874140	SAMEA3375998	ERX953743	1902.198	3	1	ERR874140	ERS717760	qiime_ppdid_189:1902.198	198	None	None	None	8/19/11	6.1	1.9	-	NaNO3	20	None	7/25/11	None	8/5/11	8/5/11 0:00	5	217	Bioreactor sample taken from panel S7 in system Viking	2.45E+04	7.54E+08	2	B12	11	198	8	3	452	0.15	0.44	22	S8	None	98	2	0.1	1.104	4	11.5	bioreactor content	0.4	summer	Viking	40	1.39E+07	7.68E+08	25	4.92E+05	16	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
